id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
9002,I,0.425,0.305,0.085,0.3245,0.1395,0.0545,0.09,6
9003,F,0.49,0.39,0.115,0.5955,0.2455,0.121,0.167,9
9004,M,0.71,0.555,0.2,1.872,0.893,0.4015,0.455,11
9005,I,0.505,0.385,0.115,0.614,0.2655,0.1365,0.161,7
9006,M,0.61,0.47,0.14,1.066,0.492,0.2345,0.23,10
9007,I,0.28,0.21,0.06,0.1115,0.048,0.0185,0.03,5
9008,I,0.475,0.35,0.16,0.5885,0.2465,0.1505,0.16,9
9009,M,0.55,0.44,0.145,0.812,0.4355,0.1735,0.23,8
9010,M,0.475,0.355,0.125,0.4895,0.2185,0.1035,0.146,8
9011,F,0.57,0.45,0.175,1.098,0.4145,0.24,0.34,26
9012,M,0.36,0.27,0.08,0.215,0.0975,0.04,0.055,7
9013,F,0.66,0.525,0.19,1.527,0.6725,0.339,0.46,17
9014,I,0.445,0.335,0.1,0.3875,0.1705,0.0835,0.115,7
9015,I,0.515,0.4,0.125,0.5745,0.2665,0.114,0.174,9
9016,F,0.61,0.48,0.165,1.0575,0.3475,0.2145,0.335,16
9017,I,0.345,0.255,0.085,0.2015,0.09,0.0465,0.057,6
9018,F,0.59,0.445,0.14,0.966,0.4365,0.184,0.255,9
9019,I,0.32,0.205,0.08,0.17,0.081,0.0465,0.0495,7
9020,I,0.355,0.26,0.095,0.2365,0.096,0.061,0.07,7
9021,F,0.51,0.39,0.15,0.811,0.3775,0.2145,0.24,15
9022,F,0.625,0.525,0.19,1.352,0.48,0.296,0.53,18
9023,I,0.28,0.21,0.06,0.096,0.038,0.0235,0.03,5
9024,I,0.405,0.3,0.12,0.3795,0.1495,0.0785,0.096,6
9025,M,0.595,0.5,0.15,1.062,0.4565,0.2055,0.296,8
9026,M,0.66,0.53,0.185,1.4225,0.6475,0.2925,0.435,12
9027,F,0.6,0.475,0.17,1.1415,0.4755,0.1975,0.349,12
9028,I,0.43,0.33,0.1,0.393,0.151,0.0575,0.13,12
9029,M,0.51,0.395,0.12,0.5805,0.2465,0.1035,0.188,7
9030,I,0.305,0.225,0.065,0.1285,0.053,0.021,0.05,6
9031,M,0.625,0.47,0.165,1.1345,0.5235,0.2615,0.295,10
9032,F,0.595,0.45,0.135,0.7745,0.3475,0.144,0.225,7
9033,F,0.605,0.48,0.17,1.2795,0.5775,0.2785,0.355,10
9034,F,0.595,0.475,0.16,1.027,0.4815,0.2165,0.293,11
9035,M,0.565,0.45,0.13,0.867,0.3775,0.1855,0.2325,9
9036,M,0.685,0.55,0.21,1.6275,0.7385,0.3865,0.4735,11
9037,M,0.565,0.45,0.17,0.927,0.4035,0.2325,0.275,10
9038,I,0.415,0.325,0.1,0.3645,0.1575,0.081,0.12,7
9039,F,0.59,0.465,0.15,1.1005,0.25,0.1875,0.265,12
9040,M,0.565,0.44,0.175,0.797,0.3095,0.1395,0.2515,9
9041,I,0.465,0.345,0.1,0.4085,0.1695,0.095,0.11,8
9042,F,0.695,0.55,0.195,1.5535,0.686,0.3345,0.405,11
9043,I,0.505,0.375,0.105,0.556,0.2635,0.095,0.155,8
9044,F,0.57,0.445,0.14,0.8425,0.339,0.1855,0.25,10
9045,I,0.245,0.19,0.07,0.086,0.04,0.0185,0.025,5
9046,M,0.575,0.435,0.15,0.796,0.3965,0.1885,0.219,9
9047,F,0.6,0.48,0.165,1.2125,0.5705,0.2615,0.27,9
9048,M,0.57,0.445,0.14,0.8525,0.3605,0.1685,0.27,9
9049,I,0.53,0.39,0.125,0.5915,0.322,0.121,0.164,11
9050,F,0.45,0.35,0.105,0.4355,0.2025,0.098,0.1175,7
9051,I,0.275,0.2,0.07,0.096,0.036,0.022,0.03,6
9052,M,0.6,0.515,0.225,1.596,0.5785,0.326,0.635,18
9053,I,0.49,0.375,0.125,0.547,0.2755,0.1065,0.146,8
9054,I,0.275,0.2,0.07,0.093,0.039,0.0285,0.03,6
9055,M,0.605,0.485,0.165,1.3,0.4835,0.2545,0.42,16
9056,M,0.47,0.375,0.14,0.511,0.2205,0.115,0.17,11
9057,I,0.38,0.28,0.11,0.3245,0.1445,0.051,0.097,7
9058,M,0.61,0.5,0.155,1.1745,0.4845,0.2945,0.311,9
9059,I,0.2,0.155,0.055,0.046,0.021,0.0065,0.014,5
9060,M,0.565,0.415,0.145,0.8595,0.3195,0.196,0.24,15
9061,I,0.435,0.325,0.1,0.3245,0.1405,0.0775,0.09,7
9062,I,0.48,0.395,0.14,0.6865,0.3045,0.163,0.1795,9
9063,M,0.715,0.535,0.17,1.6445,0.7335,0.3555,0.449,12
9064,F,0.645,0.51,0.19,1.676,0.5605,0.4435,0.46,17
9065,I,0.505,0.4,0.13,0.6395,0.2555,0.1375,0.17,8
9066,M,0.595,0.455,0.15,0.9245,0.41,0.1905,0.27,9
9067,M,0.595,0.455,0.135,0.968,0.419,0.2405,0.269,9
9068,I,0.48,0.35,0.115,0.5795,0.2865,0.118,0.1295,7
9069,M,0.5,0.39,0.125,0.5215,0.2415,0.0915,0.131,8
9070,M,0.58,0.45,0.145,0.974,0.4075,0.2075,0.24,9
9071,M,0.53,0.41,0.145,0.681,0.3045,0.1415,0.1835,8
9072,F,0.605,0.465,0.165,0.997,0.4325,0.2185,0.2475,10
9073,I,0.275,0.205,0.07,0.094,0.0335,0.02,0.0315,8
9074,M,0.51,0.395,0.13,0.6515,0.261,0.2015,0.165,9
9075,I,0.42,0.33,0.095,0.36,0.149,0.073,0.105,8
9076,M,0.725,0.55,0.19,1.7315,0.83,0.398,0.425,10
9077,F,0.48,0.385,0.12,0.6375,0.277,0.141,0.175,8
9078,I,0.635,0.51,0.16,1.0575,0.3745,0.196,0.365,13
9079,I,0.335,0.225,0.09,0.1455,0.0725,0.0495,0.0415,6
9080,F,0.45,0.335,0.115,0.3975,0.1865,0.081,0.135,9
9081,I,0.505,0.405,0.125,0.7665,0.3325,0.1575,0.19,9
9082,I,0.36,0.28,0.095,0.2235,0.0815,0.043,0.07,7
9083,F,0.53,0.425,0.12,0.812,0.2705,0.19,0.245,13
9084,M,0.595,0.465,0.15,1.0455,0.48,0.2075,0.22,10
9085,M,0.55,0.435,0.175,0.858,0.2945,0.189,0.2875,10
9086,M,0.64,0.51,0.175,1.2525,0.5415,0.3145,0.365,10
9087,I,0.435,0.335,0.105,0.3685,0.187,0.0835,0.1185,7
9088,I,0.215,0.15,0.055,0.0385,0.0115,0.0105,0.0125,4
9089,I,0.405,0.31,0.09,0.2875,0.123,0.065,0.085,7
9090,F,0.5,0.4,0.155,0.741,0.321,0.1435,0.245,11
9091,I,0.38,0.29,0.085,0.2505,0.112,0.0525,0.0775,7
9092,M,0.72,0.575,0.215,2.173,0.95,0.4205,0.5365,11
9093,F,0.54,0.43,0.125,0.8495,0.3695,0.1725,0.2035,8
9094,F,0.63,0.49,0.14,1.1775,0.53,0.2565,0.31,10
9095,M,0.59,0.465,0.165,1.0385,0.4575,0.2485,0.2875,9
9096,I,0.235,0.175,0.055,0.0665,0.0215,0.012,0.0135,4
9097,M,0.575,0.45,0.15,0.853,0.326,0.196,0.245,9
9098,F,0.4,0.305,0.125,0.3685,0.151,0.081,0.1,11
9099,M,0.705,0.55,0.21,1.4385,0.655,0.2815,0.462,11
9100,M,0.595,0.475,0.16,1.4105,0.6325,0.322,0.37,13
9101,M,0.605,0.47,0.165,0.9815,0.465,0.2075,0.262,10
9102,I,0.35,0.27,0.09,0.2255,0.11,0.042,0.065,6
9103,F,0.615,0.47,0.15,0.9625,0.4375,0.2155,0.24,9
9104,F,0.645,0.5,0.165,1.3335,0.6235,0.2905,0.34,9
9105,I,0.315,0.23,0.08,0.1445,0.0595,0.0385,0.04,5
9106,I,0.465,0.355,0.13,0.5805,0.2855,0.0935,0.1435,7
9107,F,0.71,0.575,0.195,1.959,0.944,0.4025,0.595,14
9108,I,0.38,0.29,0.1,0.283,0.1185,0.0625,0.0855,8
9109,I,0.375,0.275,0.1,0.24,0.106,0.061,0.088,7
9110,I,0.46,0.355,0.105,0.397,0.18,0.09,0.1225,8
9111,I,0.35,0.26,0.095,0.2055,0.0795,0.049,0.054,6
9112,M,0.52,0.42,0.135,0.7955,0.3945,0.2275,0.2155,9
9113,M,0.345,0.27,0.09,0.196,0.098,0.037,0.045,8
9114,F,0.555,0.45,0.185,1.2255,0.5135,0.27,0.255,11
9115,M,0.625,0.505,0.165,1.15,0.6465,0.2395,0.2915,9
9116,M,0.575,0.45,0.12,0.906,0.4035,0.1635,0.235,8
9117,F,0.56,0.435,0.135,0.837,0.414,0.209,0.2,9
9118,I,0.47,0.36,0.115,0.467,0.2025,0.102,0.13,10
9119,F,0.58,0.445,0.15,0.97,0.462,0.2245,0.24,11
9120,F,0.55,0.445,0.15,0.875,0.4035,0.197,0.24,9
9121,M,0.56,0.44,0.15,0.9355,0.3125,0.228,0.32,14
9122,M,0.68,0.53,0.18,1.539,0.5865,0.3775,0.48,11
9123,I,0.32,0.23,0.085,0.131,0.06,0.0295,0.0415,6
9124,I,0.45,0.36,0.105,0.45,0.171,0.07,0.1545,9
9125,I,0.58,0.455,0.16,1.053,0.377,0.273,0.275,17
9126,I,0.525,0.4,0.13,0.604,0.2815,0.1515,0.17,9
9127,I,0.45,0.345,0.105,0.4445,0.229,0.103,0.1115,7
9128,M,0.6,0.45,0.165,0.8885,0.4225,0.2095,0.265,9
9129,M,0.635,0.51,0.165,1.221,0.5415,0.2775,0.3185,9
9130,M,0.585,0.47,0.15,0.984,0.4495,0.2195,0.22,8
9131,I,0.265,0.19,0.06,0.1265,0.0575,0.026,0.03,5
9132,I,0.5,0.375,0.115,0.573,0.2855,0.1265,0.14,9
9133,I,0.35,0.25,0.115,0.2905,0.1215,0.0395,0.0495,7
9134,M,0.63,0.48,0.15,1.0765,0.488,0.24,0.29,10
9135,M,0.645,0.51,0.18,1.2415,0.4815,0.305,0.465,15
9136,M,0.55,0.43,0.135,0.8025,0.302,0.16,0.255,10
9137,I,0.44,0.34,0.13,0.3975,0.1865,0.0935,0.1505,8
9138,F,0.465,0.37,0.125,0.4575,0.195,0.0975,0.155,9
9139,I,0.37,0.275,0.1,0.243,0.081,0.0495,0.08,6
9140,I,0.37,0.28,0.09,0.287,0.141,0.1005,0.077,7
9141,I,0.295,0.215,0.06,0.099,0.038,0.0245,0.032,4
9142,M,0.5,0.38,0.125,0.6765,0.256,0.1565,0.185,9
9143,M,0.55,0.43,0.14,0.7665,0.346,0.1625,0.255,9
9144,I,0.365,0.275,0.085,0.2465,0.096,0.0575,0.07,7
9145,F,0.625,0.48,0.175,1.2635,0.6075,0.3135,0.315,10
9146,M,0.68,0.54,0.195,1.607,0.7455,0.2785,0.498,15
9147,I,0.235,0.17,0.055,0.058,0.022,0.018,0.0195,5
9148,I,0.385,0.285,0.095,0.259,0.096,0.059,0.075,7
9149,M,0.435,0.325,0.105,0.3215,0.1395,0.099,0.0825,9
9150,M,0.63,0.525,0.19,1.3415,0.469,0.3285,0.4,14
9151,M,0.525,0.4,0.14,0.6015,0.2765,0.1395,0.21,10
9152,M,0.57,0.45,0.15,0.836,0.34,0.1715,0.24,9
9153,M,0.28,0.21,0.085,0.1065,0.0475,0.0265,0.031,6
9154,F,0.545,0.435,0.155,0.775,0.3535,0.148,0.205,8
9155,I,0.33,0.235,0.075,0.1575,0.061,0.0455,0.045,7
9156,M,0.63,0.475,0.15,1.029,0.469,0.2245,0.225,10
9157,I,0.45,0.33,0.105,0.3675,0.1865,0.0835,0.102,8
9158,F,0.65,0.515,0.225,1.4265,0.621,0.3525,0.435,12
9159,F,0.54,0.42,0.155,0.6855,0.293,0.163,0.32,14
9160,M,0.595,0.465,0.15,1.017,0.5265,0.1915,0.27,12
9161,M,0.61,0.48,0.16,1.0265,0.4935,0.2655,0.3155,9
9162,I,0.4,0.3,0.085,0.3415,0.1645,0.065,0.085,6
9163,F,0.54,0.425,0.145,0.876,0.3935,0.2005,0.24,10
9164,M,0.37,0.285,0.095,0.2635,0.096,0.0655,0.085,10
9165,I,0.54,0.38,0.125,0.6615,0.3395,0.1085,0.1665,9
9166,I,0.465,0.35,0.11,0.566,0.2685,0.108,0.145,8
9167,M,0.485,0.355,0.125,0.4715,0.2055,0.0935,0.149,8
9168,F,0.59,0.47,0.14,1.1035,0.403,0.205,0.38,19
9169,M,0.44,0.35,0.14,0.4475,0.1725,0.096,0.155,10
9170,M,0.525,0.415,0.125,0.8285,0.3155,0.1955,0.245,17
9171,F,0.625,0.475,0.19,1.3,0.4335,0.2375,0.46,16
9172,I,0.58,0.435,0.15,0.9395,0.4145,0.1925,0.27,9
9173,F,0.645,0.51,0.16,1.539,0.6405,0.3585,0.39,15
9174,I,0.505,0.4,0.13,0.6295,0.3095,0.1245,0.17,8
9175,F,0.56,0.42,0.145,0.869,0.3745,0.1755,0.25,11
9176,F,0.605,0.47,0.165,1.059,0.3795,0.2455,0.335,14
9177,M,0.5,0.39,0.14,0.6025,0.2295,0.1365,0.235,10
9178,M,0.535,0.405,0.225,0.9125,0.3835,0.187,0.32,13
9179,F,0.655,0.515,0.19,1.469,0.7455,0.3375,0.355,9
9180,F,0.44,0.34,0.11,0.4015,0.192,0.091,0.117,7
9181,I,0.42,0.345,0.1,0.3265,0.1285,0.0765,0.09,7
9182,F,0.58,0.455,0.145,0.9275,0.407,0.1815,0.253,9
9183,M,0.65,0.515,0.175,1.2565,0.5115,0.314,0.314,10
9184,F,0.72,0.58,0.215,1.907,0.9335,0.4095,0.595,16
9185,M,0.555,0.425,0.145,0.8775,0.3195,0.2125,0.29,12
9186,M,0.675,0.565,0.19,1.583,0.735,0.3195,0.435,14
9187,I,0.515,0.39,0.14,0.6075,0.245,0.149,0.185,9
9188,I,0.445,0.355,0.115,0.4385,0.21,0.091,0.12,8
9189,I,0.49,0.37,0.11,0.4565,0.1755,0.081,0.15,9
9190,M,0.58,0.435,0.145,0.873,0.3615,0.196,0.2365,9
9191,F,0.57,0.46,0.14,0.9225,0.375,0.2265,0.285,9
9192,I,0.425,0.335,0.115,0.4035,0.1695,0.0665,0.1275,7
9193,F,0.66,0.505,0.2,1.5595,0.695,0.3215,0.41,12
9194,M,0.63,0.505,0.175,1.33,0.667,0.2735,0.339,10
9195,M,0.54,0.425,0.15,0.8115,0.3115,0.1835,0.24,10
9196,M,0.505,0.405,0.14,0.7565,0.327,0.1705,0.215,8
9197,M,0.33,0.26,0.08,0.221,0.095,0.043,0.07,10
9198,M,0.665,0.535,0.17,1.763,0.8185,0.3675,0.4,11
9199,I,0.51,0.39,0.135,0.612,0.245,0.15,0.185,9
9200,M,0.645,0.51,0.18,1.3655,0.6605,0.3045,0.3685,10
9201,M,0.54,0.42,0.18,0.7935,0.394,0.151,0.248,9
9202,M,0.685,0.545,0.175,1.7475,0.7885,0.373,0.47,17
9203,I,0.505,0.4,0.14,0.578,0.2425,0.1095,0.1655,7
9204,I,0.35,0.265,0.085,0.17,0.0615,0.0265,0.06,7
9205,I,0.475,0.365,0.1,0.592,0.3285,0.1385,0.14,8
9206,I,0.35,0.25,0.06,0.1745,0.0875,0.0355,0.0355,6
9207,I,0.33,0.235,0.085,0.181,0.0625,0.0345,0.0395,6
9208,M,0.59,0.495,0.165,1.0345,0.3845,0.2105,0.395,20
9209,M,0.595,0.425,0.125,0.7955,0.3345,0.163,0.215,10
9210,F,0.605,0.475,0.155,1.038,0.419,0.1915,0.3,10
9211,I,0.405,0.32,0.085,0.2865,0.1505,0.0795,0.0795,8
9212,M,0.645,0.515,0.155,1.1605,0.5585,0.2025,0.315,9
9213,M,0.57,0.45,0.145,0.9265,0.4315,0.1525,0.27,11
9214,M,0.635,0.5,0.185,1.477,0.684,0.3035,0.335,10
9215,I,0.485,0.38,0.1,0.5275,0.229,0.093,0.135,8
9216,M,0.46,0.38,0.115,0.4495,0.185,0.0915,0.175,12
9217,F,0.575,0.465,0.15,0.958,0.4495,0.1825,0.1965,9
9218,I,0.36,0.27,0.09,0.1885,0.0885,0.0455,0.067,6
9219,I,0.455,0.365,0.1,0.4435,0.1715,0.089,0.14,9
9220,M,0.595,0.465,0.19,1.2915,0.4985,0.2485,0.49,15
9221,F,0.45,0.35,0.12,0.462,0.222,0.1085,0.1385,7
9222,M,0.58,0.45,0.155,0.928,0.371,0.1785,0.275,11
9223,I,0.4,0.305,0.09,0.2725,0.1265,0.0665,0.079,7
9224,M,0.55,0.455,0.15,0.9455,0.3695,0.2015,0.28,13
9225,M,0.53,0.425,0.15,0.873,0.3835,0.1805,0.23,9
9226,F,0.62,0.48,0.145,1.255,0.5995,0.259,0.395,11
9227,F,0.655,0.515,0.175,1.4385,0.6655,0.2945,0.3725,11
9228,F,0.47,0.36,0.125,0.487,0.22,0.1095,0.1385,8
9229,M,0.645,0.49,0.15,1.25,0.633,0.299,0.325,9
9230,M,0.5,0.39,0.145,0.5765,0.2395,0.1585,0.185,12
9231,F,0.555,0.435,0.13,0.974,0.3445,0.2435,0.24,12
9232,M,0.57,0.45,0.155,1.053,0.3595,0.204,0.265,14
9233,I,0.48,0.365,0.12,0.582,0.2695,0.096,0.15,7
9234,M,0.525,0.425,0.14,0.8155,0.3835,0.174,0.24,11
9235,I,0.58,0.46,0.16,1.066,0.439,0.2115,0.2875,11
9236,I,0.42,0.315,0.11,0.3535,0.1645,0.0825,0.095,6
9237,M,0.535,0.42,0.125,0.7425,0.3375,0.1545,0.1985,9
9238,I,0.41,0.325,0.1,0.3265,0.1435,0.0605,0.074,7
9239,F,0.58,0.45,0.155,0.9455,0.3665,0.1815,0.295,10
9240,M,0.575,0.475,0.165,1.0265,0.407,0.2045,0.35,15
9241,F,0.575,0.455,0.155,0.9455,0.3675,0.202,0.355,10
9242,M,0.695,0.545,0.185,1.8795,0.821,0.4025,0.449,10
9243,I,0.51,0.395,0.125,0.6355,0.2605,0.1435,0.185,8
9244,F,0.555,0.45,0.135,0.834,0.3585,0.1805,0.23,9
9245,I,0.5,0.395,0.17,0.742,0.2895,0.1775,0.275,16
9246,I,0.335,0.255,0.075,0.1855,0.0825,0.0355,0.0525,7
9247,F,0.51,0.4,0.145,0.765,0.354,0.166,0.24,8
9248,F,0.585,0.455,0.135,0.8685,0.3155,0.1685,0.2725,9
9249,M,0.67,0.545,0.17,1.637,0.637,0.3775,0.3225,8
9250,F,0.6,0.455,0.135,0.8435,0.2865,0.1765,0.275,11
9251,M,0.69,0.52,0.17,1.5175,0.7765,0.2705,0.43,10
9252,M,0.495,0.37,0.135,0.5415,0.242,0.096,0.155,8
9253,F,0.635,0.505,0.165,1.2565,0.5655,0.24,0.3335,9
9254,F,0.56,0.43,0.145,0.8295,0.3745,0.1905,0.22,9
9255,M,0.66,0.485,0.205,2.1995,0.6325,0.3,0.885,17
9256,M,0.605,0.48,0.165,1.093,0.469,0.2415,0.34,13
9257,F,0.565,0.44,0.15,0.983,0.4565,0.207,0.2405,8
9258,M,0.34,0.265,0.095,0.215,0.0855,0.042,0.07,7
9259,I,0.54,0.425,0.14,0.794,0.3815,0.158,0.255,9
9260,I,0.405,0.325,0.125,0.39,0.184,0.083,0.115,8
9261,M,0.695,0.535,0.195,1.726,0.6455,0.3345,0.4305,15
9262,I,0.285,0.215,0.075,0.1785,0.084,0.0345,0.035,8
9263,I,0.425,0.325,0.1,0.3265,0.1255,0.102,0.103,7
9264,F,0.475,0.37,0.125,0.4925,0.21,0.091,0.175,10
9265,M,0.52,0.41,0.135,0.717,0.3495,0.1585,0.195,9
9266,M,0.535,0.4,0.13,0.6765,0.2935,0.1365,0.225,8
9267,M,0.67,0.525,0.165,1.367,0.6255,0.3525,0.3525,10
9268,I,0.4,0.31,0.1,0.2675,0.116,0.0635,0.085,7
9269,M,0.525,0.415,0.135,0.6875,0.293,0.145,0.1765,10
9270,I,0.16,0.105,0.04,0.0105,0.0065,0.003,0.005,3
9271,M,0.59,0.45,0.155,0.9,0.453,0.2405,0.2335,9
9272,I,0.385,0.28,0.09,0.247,0.1255,0.0575,0.062,6
9273,I,0.44,0.33,0.115,0.4925,0.258,0.081,0.123,7
9274,F,0.585,0.45,0.15,0.913,0.442,0.183,0.2615,10
9275,I,0.415,0.31,0.115,0.3175,0.1415,0.086,0.1015,8
9276,F,0.625,0.495,0.145,1.086,0.4895,0.2365,0.305,9
9277,F,0.665,0.535,0.19,1.2895,0.6075,0.2925,0.344,9
9278,I,0.295,0.22,0.08,0.1365,0.0575,0.0295,0.035,7
9279,I,0.525,0.395,0.125,0.632,0.2965,0.096,0.16,8
9280,M,0.575,0.45,0.14,0.9615,0.483,0.176,0.23,11
9281,I,0.475,0.355,0.11,0.563,0.3055,0.0925,0.1385,7
9282,I,0.275,0.22,0.07,0.1485,0.058,0.0295,0.0335,6
9283,I,0.41,0.31,0.105,0.315,0.124,0.064,0.105,8
9284,I,0.28,0.21,0.07,0.096,0.034,0.0155,0.03,5
9285,I,0.37,0.275,0.09,0.2855,0.1325,0.058,0.055,7
9286,M,0.515,0.395,0.135,0.6335,0.2,0.1395,0.2,10
9287,M,0.655,0.54,0.19,1.3575,0.63,0.293,0.44,11
9288,M,0.5,0.375,0.145,0.6595,0.2645,0.2035,0.22,10
9289,I,0.37,0.275,0.1,0.2455,0.097,0.059,0.085,7
9290,M,0.565,0.44,0.155,0.857,0.3785,0.1825,0.24,11
9291,F,0.58,0.44,0.15,1.0835,0.5175,0.2095,0.2725,8
9292,F,0.415,0.315,0.095,0.3045,0.114,0.0715,0.1,10
9293,F,0.625,0.495,0.16,1.1295,0.4915,0.262,0.35,9
9294,I,0.545,0.43,0.125,0.742,0.3055,0.112,0.208,9
9295,F,0.66,0.5,0.185,1.1635,0.5255,0.2795,0.3665,11
9296,I,0.415,0.305,0.1,0.3245,0.1335,0.0745,0.095,8
9297,I,0.2,0.105,0.035,0.0265,0.0105,0.0055,0.0025,5
9298,M,0.555,0.43,0.13,0.805,0.4565,0.156,0.255,9
9299,F,0.6,0.47,0.165,0.9165,0.4135,0.1915,0.295,13
9300,I,0.41,0.3,0.115,0.3755,0.1795,0.0935,0.095,9
9301,F,0.62,0.48,0.175,1.3325,0.5705,0.2725,0.355,9
9302,I,0.2,0.13,0.04,0.029,0.0125,0.0065,0.009,4
9303,I,0.325,0.24,0.085,0.1415,0.063,0.037,0.058,6
9304,M,0.56,0.445,0.19,1.1145,0.4905,0.2345,0.35,12
9305,M,0.675,0.515,0.205,1.494,0.6275,0.3085,0.485,16
9306,M,0.485,0.36,0.11,0.5155,0.2465,0.1025,0.147,8
9307,F,0.495,0.4,0.135,0.6645,0.241,0.1315,0.205,10
9308,F,0.655,0.515,0.165,1.4275,0.6025,0.3525,0.335,13
9309,F,0.575,0.45,0.16,1.0015,0.4845,0.2245,0.28,12
9310,M,0.53,0.405,0.125,0.627,0.276,0.1405,0.18,9
9311,M,0.61,0.48,0.17,1.064,0.413,0.2355,0.36,11
9312,I,0.365,0.28,0.095,0.2845,0.1165,0.0515,0.07,6
9313,M,0.53,0.415,0.13,0.769,0.334,0.14,0.235,11
9314,F,0.57,0.435,0.165,0.869,0.3305,0.1755,0.28,12
9315,M,0.63,0.48,0.16,1.023,0.4025,0.228,0.29,8
9316,I,0.275,0.2,0.065,0.0945,0.0415,0.0215,0.028,6
9317,M,0.615,0.495,0.195,1.1375,0.575,0.236,0.335,10
9318,M,0.605,0.475,0.175,1.1435,0.5255,0.2575,0.34,10
9319,F,0.625,0.49,0.17,1.145,0.4915,0.269,0.35,9
9320,F,0.72,0.575,0.17,1.844,0.7055,0.3655,0.47,14
9321,I,0.435,0.335,0.11,0.4255,0.1635,0.0725,0.1395,8
9322,I,0.295,0.22,0.075,0.1285,0.0545,0.0265,0.035,5
9323,I,0.525,0.405,0.155,0.7385,0.2385,0.1585,0.22,10
9324,M,0.52,0.41,0.15,0.8085,0.3355,0.1565,0.215,9
9325,M,0.54,0.435,0.135,0.8915,0.289,0.1835,0.28,10
9326,M,0.59,0.46,0.18,0.9905,0.3345,0.2245,0.295,16
9327,M,0.665,0.53,0.175,1.561,0.616,0.3575,0.465,18
9328,M,0.5,0.39,0.15,0.9765,0.4235,0.194,0.265,12
9329,I,0.445,0.325,0.11,0.3675,0.1525,0.0715,0.12,9
9330,F,0.5,0.39,0.15,0.656,0.2475,0.2035,0.215,13
9331,I,0.375,0.275,0.095,0.3055,0.1365,0.0645,0.07,9
9332,I,0.44,0.34,0.11,0.4895,0.2,0.0855,0.107,7
9333,F,0.605,0.475,0.165,1.2075,0.4665,0.2455,0.435,18
9334,F,0.685,0.51,0.195,1.5175,0.6645,0.3835,0.4395,11
9335,F,0.7,0.53,0.2,1.7775,0.7405,0.318,0.495,10
9336,I,0.45,0.33,0.1,0.365,0.1635,0.0795,0.115,8
9337,M,0.515,0.425,0.14,0.741,0.3095,0.1845,0.185,10
9338,M,0.435,0.345,0.125,0.4665,0.1625,0.1255,0.135,11
9339,F,0.54,0.42,0.125,0.7245,0.3115,0.169,0.22,11
9340,F,0.57,0.45,0.18,0.903,0.3305,0.1845,0.295,18
9341,F,0.67,0.545,0.19,1.5545,0.6275,0.3615,0.52,20
9342,F,0.63,0.48,0.175,1.2565,0.5945,0.3365,0.365,9
9343,F,0.645,0.5,0.17,1.2965,0.545,0.3215,0.345,15
9344,F,0.585,0.45,0.15,1.0785,0.4605,0.2325,0.2585,9
9345,M,0.555,0.44,0.13,0.7555,0.3555,0.16,0.2165,10
9346,I,0.225,0.135,0.04,0.0845,0.0415,0.009,0.012,4
9347,M,0.68,0.53,0.2,2.105,0.955,0.345,0.585,18
9348,F,0.615,0.47,0.17,1.1255,0.4985,0.227,0.33,12
9349,F,0.49,0.38,0.145,0.545,0.1785,0.1305,0.1595,15
9350,M,0.62,0.495,0.195,1.2415,0.4735,0.3125,0.37,12
9351,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,12
9352,I,0.475,0.355,0.1,0.4315,0.1775,0.087,0.115,7
9353,M,0.715,0.55,0.195,1.7395,0.8295,0.3255,0.445,11
9354,M,0.55,0.44,0.15,0.9355,0.387,0.188,0.295,15
9355,I,0.225,0.185,0.05,0.0475,0.0385,0.02,0.015,5
9356,F,0.6,0.47,0.165,1.0625,0.3865,0.213,0.355,16
9357,M,0.62,0.48,0.17,1.1685,0.4955,0.3115,0.3135,10
9358,I,0.275,0.2,0.065,0.098,0.0385,0.0185,0.03,4
9359,M,0.555,0.425,0.145,0.7915,0.336,0.176,0.253,8
9360,F,0.635,0.5,0.205,1.2435,0.5175,0.297,0.435,15
9361,F,0.635,0.5,0.145,1.1795,0.4675,0.2225,0.35,11
9362,I,0.335,0.245,0.07,0.1485,0.0515,0.0255,0.045,4
9363,F,0.68,0.57,0.175,1.482,0.739,0.3025,0.455,12
9364,I,0.55,0.43,0.15,0.7665,0.302,0.1935,0.2515,14
9365,I,0.535,0.395,0.145,0.7895,0.3165,0.142,0.24,19
9366,F,0.67,0.51,0.175,1.4445,0.6785,0.3345,0.3985,10
9367,I,0.36,0.275,0.075,0.2225,0.096,0.0435,0.067,7
9368,M,0.46,0.355,0.12,0.4495,0.165,0.096,0.13,7
9369,I,0.435,0.325,0.1,0.3275,0.1495,0.061,0.09,6
9370,F,0.465,0.35,0.125,0.474,0.2075,0.0945,0.11,8
9371,M,0.565,0.45,0.175,1.0225,0.4575,0.2405,0.2785,10
9372,M,0.51,0.405,0.135,0.681,0.3065,0.1445,0.17,9
9373,F,0.52,0.395,0.14,0.7665,0.2815,0.151,0.1825,9
9374,F,0.535,0.455,0.155,0.734,0.304,0.1285,0.215,12
9375,M,0.455,0.37,0.125,0.4365,0.207,0.0715,0.135,9
9376,M,0.6,0.475,0.15,1.082,0.4985,0.2145,0.24,10
